TREEID,OBJECTID_1,ONSTREET,PARITY,CROSSSTREE,CROSSSTR_1,BUILDINGNU,BUILDINGST,TREELOCATI,SITE,TREEPIT,TREECONDIT,DIAMETER,SPECIES,BOROUGH,ZIPCODE,FID_1,COMMDIST
2863,781,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,55,WEST   92 STREET,8,4,1,2,19,PLAC,Manhattan,10025,6,107
2865,782,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,67,WEST   92 STREET,10,4,1,2,15,PLAC,Manhattan,10025,6,107
2867,783,WEST   92 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,74,WEST   92 STREET,12,1,2,2,24,CABE,Manhattan,10025,6,107
2870,784,WEST   92 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,70,WEST   92 STREET,2,1,1,1,11,GIBI,Manhattan,10025,6,107
2411,655,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,47,WEST   90 STREET,8,1,1,2,15,ROPS,Manhattan,10024,6,107
2413,656,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,35,WEST   90 STREET,10,1,1,2,17,ROPS,Manhattan,10024,6,107
2415,657,WEST   90 STREET,odd,COLUMBUS AVENUE,CENTRAL PARK WEST,35,WEST   90 STREET,12,1,1,2,14,ROPS,Manhattan,10024,6,107
2500,671,WEST   86 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,107,WEST   86 STREET,1,1,1,3,9,GLTR,Manhattan,10024,6,107
2499,672,WEST   86 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,101,WEST   86 STREET,1,1,1,1,5,GLTR,Manhattan,10024,6,107
2501,673,WEST   86 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,107,WEST   86 STREET,2,1,1,2,11,QURU,Manhattan,10024,6,107
2503,674,WEST   86 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,115,WEST   86 STREET,2,1,1,2,9,GLTR,Manhattan,10024,6,107
2505,675,WEST   86 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,125,WEST   86 STREET,1,1,2,1,6,PR,Manhattan,10024,6,107
5187,1289,WEST   83 STREET,even,AMSTERDAM AVENUE,BROADWAY,222,WEST   83 STREET,1,1,1,1,8,GLTR,Manhattan,10024,6,107
5376,1315,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,16,WEST   85 STREET,1,1,1,2,7,PLAC,Manhattan,10024,6,107
5383,1316,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,24,WEST   85 STREET,1,1,1,1,5,TITO,Manhattan,10024,6,107
5265,1318,WEST   83 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,140,WEST   83 STREET,1,1,1,2,2,ZESE,Manhattan,10024,6,107
5374,1321,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,12,WEST   85 STREET,1,1,1,3,9,PLAC,Manhattan,10024,6,107
5380,1322,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,20,WEST   85 STREET,1,1,1,4,2,,Manhattan,10024,6,107
5385,1323,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,26,WEST   85 STREET,1,1,1,1,7,ZESE,Manhattan,10024,6,107
5388,1324,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,40,WEST   85 STREET,1,1,1,1,5,ZESE,Manhattan,10024,6,107
5386,1325,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,32,WEST   85 STREET,1,1,1,2,12,PLAC,Manhattan,10024,6,107
5389,1326,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,44,WEST   85 STREET,1,1,1,1,5,TIAM,Manhattan,10024,6,107
5394,1327,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,50,WEST   85 STREET,1,1,1,2,6,PLAC,Manhattan,10024,6,107
5397,1328,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,54,WEST   85 STREET,1,1,1,1,4,PYCA,Manhattan,10024,6,107
5400,1329,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,62,WEST   85 STREET,1,1,1,1,3,PYCA,Manhattan,10024,6,107
5428,1330,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,70,WEST   85 STREET,1,1,1,1,10,TICO,Manhattan,10024,6,107
5433,1331,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,78,WEST   85 STREET,1,1,1,1,6,TICO,Manhattan,10024,6,107
5392,1333,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,46,WEST   85 STREET,1,1,1,4,3,,Manhattan,10024,6,107
40323,6389,MAIDEN LANE,even,GOLD STREET,WILLIAM STREET,83,MAIDEN LANE,2,6,1,2,7,UNK,Manhattan,10038,0,101
5396,1334,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,52,WEST   85 STREET,1,1,1,1,12,PYCA,Manhattan,10024,6,107
5398,1335,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,58,WEST   85 STREET,1,1,1,1,5,PYCA,Manhattan,10024,6,107
5425,1336,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,66,WEST   85 STREET,1,1,1,1,11,TICO,Manhattan,10024,6,107
5430,1337,WEST   85 STREET,even,CENTRAL PARK WEST,COLUMBUS AVENUE,76,WEST   85 STREET,1,1,1,1,6,TICO,Manhattan,10024,6,107
5460,1344,MANHATTAN AVENUE,odd,CATHEDRAL PARKWAY,WEST  111 STREET,350,CATHEDRAL PARKWAY,1,4,1,1,9,TICO,Manhattan,10025,6,107
5676,1347,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,101,WEST   92 STREET,1,1,1,2,9,GIBI,Manhattan,10025,6,107
5678,1348,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,101,WEST   92 STREET,3,1,1,3,8,GIBI,Manhattan,10025,6,107
5461,1351,MANHATTAN AVENUE,odd,CATHEDRAL PARKWAY,WEST  111 STREET,350,CATHEDRAL PARKWAY,2,4,1,1,16,TICO,Manhattan,10025,6,107
5677,1354,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,101,WEST   92 STREET,2,1,1,2,9,GIBI,Manhattan,10025,6,107
5679,1355,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,101,WEST   92 STREET,4,1,1,3,5,UNK,Manhattan,10025,6,107
5681,1356,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,119,WEST   92 STREET,6,1,1,1,10,TIAM,Manhattan,10025,6,107
5680,1357,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,101,WEST   92 STREET,5,1,1,2,11,GIBI,Manhattan,10025,6,107
5682,1358,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,125,WEST   92 STREET,7,1,1,2,12,GLTR,Manhattan,10025,6,107
5684,1359,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   92 STREET,9,1,1,1,9,PYCA,Manhattan,10025,6,107
5686,1360,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,1,1,1,2,13,GLTR,Manhattan,10025,6,107
5688,1361,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,3,1,1,2,9,GLTR,Manhattan,10025,6,107
5690,1362,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,5,1,1,2,13,GLTR,Manhattan,10025,6,107
5692,1363,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,7,1,1,2,15,GLTR,Manhattan,10025,6,107
5694,1364,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,9,1,1,3,7,PLAC,Manhattan,10025,6,107
5683,1365,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   92 STREET,8,1,1,1,10,PYCA,Manhattan,10025,6,107
5685,1366,WEST   92 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   92 STREET,1,1,1,1,12,PYCA,Manhattan,10025,6,107
5687,1367,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,2,1,1,2,10,GLTR,Manhattan,10025,6,107
5689,1368,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,4,1,1,2,14,GLTR,Manhattan,10025,6,107
7042,1637,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,215,WEST   94 STREET,6,1,1,2,5,PYCA,Manhattan,10025,6,107
7047,1638,AMSTERDAM AVENUE,odd,WEST   94 STREET,WEST   93 STREET,175,WEST   93 STREET,1,2,1,2,5,ZESE,Manhattan,10025,6,107
7050,1639,AMSTERDAM AVENUE,odd,WEST   94 STREET,WEST   93 STREET,175,WEST   93 STREET,3,2,1,1,7,ZESE,Manhattan,10025,6,107
7054,1640,AMSTERDAM AVENUE,even,WEST   94 STREET,WEST   93 STREET,690,AMSTERDAM AVENUE,2,1,1,1,10,UNK,Manhattan,10025,6,107
7057,1641,AMSTERDAM AVENUE,even,WEST   93 STREET,WEST   93 STREET,200,WEST   93 STREET,2,2,1,3,14,PLAC,Manhattan,10025,6,107
7061,1642,AMSTERDAM AVENUE,even,WEST   93 STREET,WEST   93 STREET,201,WEST   92 STREET,1,2,1,3,11,PLAC,Manhattan,10025,6,107
7064,1643,AMSTERDAM AVENUE,odd,WEST   93 STREET,WEST   93 STREET,175,WEST   92 STREET,2,2,1,1,6,QUPA,Manhattan,10025,6,107
7059,1644,AMSTERDAM AVENUE,even,WEST   93 STREET,WEST   93 STREET,200,WEST   93 STREET,1,2,1,3,11,PLAC,Manhattan,10025,6,107
7062,1645,AMSTERDAM AVENUE,odd,WEST   93 STREET,WEST   93 STREET,175,WEST   92 STREET,1,2,1,2,7,STJA2,Manhattan,10025,6,107
7066,1646,AMSTERDAM AVENUE,odd,WEST   93 STREET,WEST   93 STREET,180,WEST   93 STREET,1,2,1,3,4,UNK,Manhattan,10025,6,107
7067,1652,AMSTERDAM AVENUE,odd,WEST   93 STREET,WEST   93 STREET,180,WEST   93 STREET,2,2,1,4,2,,Manhattan,10025,6,107
6277,1369,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,8,6,2,1,7,UNK,Manhattan,10025,6,107
6265,1370,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,5,6,2,2,6,MA2,Manhattan,10025,6,107
6274,1371,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,7,6,2,1,6,MA2,Manhattan,10025,6,107
5691,1384,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,6,1,1,2,12,GLTR,Manhattan,10025,6,107
5693,1385,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,100,WEST   92 STREET,8,1,1,3,3,GLTR,Manhattan,10025,6,107
5695,1386,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,136,WEST   92 STREET,10,1,1,2,7,TICO,Manhattan,10025,6,107
5697,1387,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,144,WEST   92 STREET,12,1,1,3,9,PLAC,Manhattan,10025,6,107
5696,1388,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,138,WEST   92 STREET,11,1,1,2,8,TICO,Manhattan,10025,6,107
5698,1389,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,146,WEST   92 STREET,13,1,1,3,8,TICO,Manhattan,10025,6,107
5700,1390,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,152,WEST   92 STREET,15,1,1,2,12,PLAC,Manhattan,10025,6,107
5702,1391,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,160,WEST   92 STREET,17,1,1,1,2,PYCA,Manhattan,10025,6,107
5705,1392,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,166,WEST   92 STREET,19,1,1,2,5,UNK,Manhattan,10025,6,107
5699,1396,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,148,WEST   92 STREET,14,1,1,2,11,PLAC,Manhattan,10025,6,107
5701,1397,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,154,WEST   92 STREET,16,1,1,2,9,ZESE,Manhattan,10025,6,107
5703,1398,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,166,WEST   92 STREET,18,1,1,1,12,ZESE,Manhattan,10025,6,107
5706,1399,WEST   92 STREET,even,COLUMBUS AVENUE,AMSTERDAM AVENUE,166,WEST   92 STREET,20,1,1,3,10,PLAC,Manhattan,10025,6,107
6173,1411,BROADWAY,even,WEST  105 STREET,WEST  106 STREET,2742,BROADWAY,2,6,2,1,12,MA1,Manhattan,10025,6,107
6164,1436,BROADWAY,even,WEST  105 STREET,WEST  106 STREET,2742,BROADWAY,1,6,2,1,12,MA1,Manhattan,10025,6,107
6181,1437,BROADWAY,even,WEST  105 STREET,WEST  106 STREET,2742,BROADWAY,3,6,2,2,6,MA1,Manhattan,10025,6,107
6194,1438,BROADWAY,even,WEST  105 STREET,WEST  106 STREET,2748,BROADWAY,1,1,1,2,4,GLTR,Manhattan,10025,6,107
6211,1439,BROADWAY,even,WEST  105 STREET,WEST  106 STREET,2756,BROADWAY,1,1,1,1,10,PYCA,Manhattan,10025,6,107
6228,1440,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,2,1,1,1,9,GLTR,Manhattan,10025,6,107
6240,1441,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,1,6,2,2,4,PLAC,Manhattan,10025,6,107
6254,1442,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,3,6,2,2,16,PLAC,Manhattan,10025,6,107
6189,1443,BROADWAY,even,WEST  105 STREET,WEST  106 STREET,2748,BROADWAY,2,1,1,3,6,TIAM,Manhattan,10025,6,107
6203,1444,BROADWAY,even,WEST  105 STREET,WEST  106 STREET,2754,BROADWAY,1,1,1,1,10,TICO,Manhattan,10025,6,107
6223,1445,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,1,1,1,1,10,GLTR,Manhattan,10025,6,107
6236,1446,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,3,1,1,1,9,PYCA,Manhattan,10025,6,107
6248,1447,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,2,6,2,2,18,PLAC,Manhattan,10025,6,107
6260,1448,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,4,6,2,2,17,PLAC,Manhattan,10025,6,107
6269,1449,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,6,6,2,1,2,PYCA,Manhattan,10025,6,107
6281,1450,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2745,BROADWAY,9,6,2,1,6,MA2,Manhattan,10025,6,107
6288,1451,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2749,BROADWAY,2,6,2,1,8,MA2,Manhattan,10025,6,107
6291,1452,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2749,BROADWAY,4,6,2,1,2,MA2,Manhattan,10025,6,107
6294,1453,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2751,BROADWAY,2,6,2,2,2,PYCA,Manhattan,10025,6,107
6296,1454,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2751,BROADWAY,4,6,2,1,11,UNK,Manhattan,10025,6,107
6284,1456,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2749,BROADWAY,1,6,2,2,13,PLAC,Manhattan,10025,6,107
6289,1457,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2749,BROADWAY,3,6,2,1,15,PLAC,Manhattan,10025,6,107
6293,1458,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2751,BROADWAY,1,6,2,1,3,PYCA,Manhattan,10025,6,107
6295,1459,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2751,BROADWAY,3,6,2,1,8,UNK,Manhattan,10025,6,107
6297,1460,BROADWAY,odd,WEST  105 STREET,WEST  106 STREET,2751,BROADWAY,5,6,2,1,12,UNK,Manhattan,10025,6,107
7026,1617,WEST   94 STREET,even,BROADWAY,AMSTERDAM AVENUE,210,WEST   94 STREET,1,5,1,2,8,GIBI,Manhattan,10025,6,107
7030,1618,WEST   94 STREET,even,BROADWAY,AMSTERDAM AVENUE,204,WEST   94 STREET,1,1,1,1,14,GIBI,Manhattan,10025,6,107
7032,1619,WEST   94 STREET,even,BROADWAY,AMSTERDAM AVENUE,200,WEST   94 STREET,1,1,1,2,2,FRPE,Manhattan,10025,6,107
7029,1623,WEST   94 STREET,even,BROADWAY,AMSTERDAM AVENUE,204,WEST   94 STREET,2,1,1,1,9,GIBI,Manhattan,10025,6,107
7031,1624,WEST   94 STREET,even,BROADWAY,AMSTERDAM AVENUE,200,WEST   94 STREET,2,1,1,1,14,GIBI,Manhattan,10025,6,107
7033,1625,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,201,WEST   94 STREET,1,1,1,1,14,GIBI,Manhattan,10025,6,107
7035,1626,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,203,WEST   94 STREET,2,1,1,2,7,GLTR,Manhattan,10025,6,107
7037,1627,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,215,WEST   94 STREET,2,1,1,2,5,PYCA,Manhattan,10025,6,107
7034,1628,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,203,WEST   94 STREET,1,1,1,2,8,GLTR,Manhattan,10025,6,107
7036,1629,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,215,WEST   94 STREET,1,1,1,2,6,PYCA,Manhattan,10025,6,107
7038,1630,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,215,WEST   94 STREET,3,1,1,2,5,PYCA,Manhattan,10025,6,107
7041,1631,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,215,WEST   94 STREET,5,1,1,2,5,PYCA,Manhattan,10025,6,107
7045,1632,AMSTERDAM AVENUE,odd,WEST   94 STREET,WEST   93 STREET,176,WEST   94 STREET,1,2,1,2,4,ZESE,Manhattan,10025,6,107
7048,1633,AMSTERDAM AVENUE,odd,WEST   94 STREET,WEST   93 STREET,175,WEST   93 STREET,2,2,1,1,7,ZESE,Manhattan,10025,6,107
7052,1634,AMSTERDAM AVENUE,even,WEST   94 STREET,WEST   93 STREET,690,AMSTERDAM AVENUE,1,1,1,2,7,UNK,Manhattan,10025,6,107
7056,1635,AMSTERDAM AVENUE,even,WEST   93 STREET,WEST   93 STREET,200,WEST   93 STREET,3,2,1,1,6,MEGL,Manhattan,10025,6,107
7039,1636,WEST   94 STREET,odd,BROADWAY,AMSTERDAM AVENUE,215,WEST   94 STREET,4,1,1,3,5,PYCA,Manhattan,10025,6,107
8007,1775,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,680,COLUMBUS AVENUE,2,2,1,2,6,GLTR,Manhattan,10025,6,107
8009,1776,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,123,WEST   93 STREET,4,1,1,2,5,ZESE,Manhattan,10025,6,107
8011,1777,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,123,WEST   93 STREET,6,1,1,2,12,ROPS,Manhattan,10025,6,107
8013,1778,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,129,WEST   93 STREET,8,1,1,2,6,FRPE,Manhattan,10025,6,107
8015,1779,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,135,WEST   93 STREET,10,1,1,2,9,QUPA,Manhattan,10025,6,107
8006,1780,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,680,COLUMBUS AVENUE,1,2,1,2,9,GLTR,Manhattan,10025,6,107
8008,1781,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,123,WEST   93 STREET,3,1,1,2,6,ZESE,Manhattan,10025,6,107
8010,1782,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,123,WEST   93 STREET,5,1,1,2,5,ZESE,Manhattan,10025,6,107
8012,1783,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,123,WEST   93 STREET,7,1,1,3,4,ZESE,Manhattan,10025,6,107
8014,1784,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,133,WEST   93 STREET,9,1,1,2,7,FRPE,Manhattan,10025,6,107
8016,1785,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,139,WEST   93 STREET,11,1,1,2,8,ZESE,Manhattan,10025,6,107
8018,1786,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,143,WEST   93 STREET,13,1,1,3,5,GLTR,Manhattan,10025,6,107
8020,1787,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,149,WEST   93 STREET,15,1,1,2,13,GLTR,Manhattan,10025,6,107
8017,1788,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,141,WEST   93 STREET,12,1,1,2,8,ZESE,Manhattan,10025,6,107
8019,1789,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,147,WEST   93 STREET,14,1,1,2,14,GLTR,Manhattan,10025,6,107
8021,1790,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,155,WEST   93 STREET,16,1,1,2,9,FRPE,Manhattan,10025,6,107
8023,1791,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,161,WEST   93 STREET,18,1,1,2,7,QUPA,Manhattan,10025,6,107
8026,1792,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   93 STREET,20,1,1,2,6,PYCA,Manhattan,10025,6,107
8029,1793,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   93 STREET,22,1,1,2,11,PYCA,Manhattan,10025,6,107
8032,1794,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   93 STREET,24,1,1,2,8,PYCA,Manhattan,10025,6,107
8053,1795,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,180,WEST   93 STREET,2,1,1,2,5,TICO,Manhattan,10025,6,107
8022,1796,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,161,WEST   93 STREET,17,1,1,2,8,QUPA,Manhattan,10025,6,107
8025,1797,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   93 STREET,19,1,1,2,8,PYCA,Manhattan,10025,6,107
8028,1798,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   93 STREET,21,1,1,2,7,PYCA,Manhattan,10025,6,107
8031,1799,WEST   93 STREET,odd,COLUMBUS AVENUE,AMSTERDAM AVENUE,175,WEST   93 STREET,23,1,1,2,12,PYCA,Manhattan,10025,6,107
8051,1800,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,180,WEST   93 STREET,1,1,1,2,7,PYCA,Manhattan,10025,6,107
8054,1801,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,180,WEST   93 STREET,3,1,1,2,6,PYCA,Manhattan,10025,6,107
8056,1802,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,154,WEST   93 STREET,5,1,1,4,4,,Manhattan,10025,6,107
8058,1803,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,154,WEST   93 STREET,7,1,1,2,5,PYCA,Manhattan,10025,6,107
8055,1804,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,180,WEST   93 STREET,4,1,1,2,9,FRPE,Manhattan,10025,6,107
8057,1805,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,154,WEST   93 STREET,6,1,1,2,7,QUPA,Manhattan,10025,6,107
8060,1806,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,154,WEST   93 STREET,8,1,1,2,7,QURU,Manhattan,10025,6,107
9511,1957,WEST   85 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,75B,WEST   85 STREET,1,1,1,1,5,TICO,Manhattan,10024,6,107
9513,1958,WEST   85 STREET,odd,CENTRAL PARK WEST,COLUMBUS AVENUE,77,WEST   85 STREET,1,1,1,2,5,GLTR,Manhattan,10024,6,107
9430,1807,WEST  106 STREET,even,BROADWAY,AMSTERDAM AVENUE,207,WEST  106 STREET,2,1,1,1,10,GLTR,Manhattan,10025,6,107
9436,1808,WEST  106 STREET,even,BROADWAY,AMSTERDAM AVENUE,211,WEST  106 STREET,2,1,1,1,10,GLTR,Manhattan,10025,6,107
9441,1809,CENTRAL PARK WEST,even,WEST   82 STREET,WEST   83 STREET,225,CENTRAL PARK WEST,1,4,1,1,21,QURU,Manhattan,10024,6,107
9434,1810,WEST  106 STREET,even,BROADWAY,AMSTERDAM AVENUE,211,WEST  106 STREET,1,1,1,2,9,GLTR,Manhattan,10025,6,107
9439,1811,WEST  106 STREET,even,BROADWAY,AMSTERDAM AVENUE,211,WEST  106 STREET,3,1,1,1,10,GLTR,Manhattan,10025,6,107
9443,1812,WEST  106 STREET,even,BROADWAY,AMSTERDAM AVENUE,215,WEST  106 STREET,1,1,1,2,10,GLTR,Manhattan,10025,6,107
8062,1813,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,154,WEST   93 STREET,10,1,1,2,7,GLTR,Manhattan,10025,6,107
8065,1814,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,154,WEST   93 STREET,12,1,1,2,6,GLTR,Manhattan,10025,6,107
8068,1815,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,134,WEST   93 STREET,14,1,1,2,9,TIAM,Manhattan,10025,6,107
8071,1816,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,134,WEST   93 STREET,16,1,1,2,9,PYCA,Manhattan,10025,6,107
8073,1817,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,124,WEST   93 STREET,18,1,1,2,9,GLTR,Manhattan,10025,6,107
8061,1818,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,154,WEST   93 STREET,9,1,1,4,8,,Manhattan,10025,6,107
8064,1819,WEST   93 STREET,even,AMSTERDAM AVENUE,COLUMBUS AVENUE,154,WEST   93 STREET,11,1,1,2,6,GLTR,Manhattan,10025,6,107
